"Txhash","Blockno","UnixTimestamp","DateTime","From","To","Quantity","Method"
"0x1aab87dede99a9e2bd6d2f03eca894c2f952df64b50f9a1df6f131c05ec66d4f","14667114","1651070923","2022-04-27 14:48:43","0x9196617815d95853945cd8f5e4e0bb88fdfe0281","0xca0b663826dd8a971ec54d994d8373d7affb460e","732.666037908563069785","Rebalance"
"0x5fe4cf953b1545b4b1e8b430d668a844e45e50754c7bb249548c4b6ed292e93d","14667330","1651073685","2022-04-27 15:34:45","0xedd77d21145fa99ae03689f7341e42750f9cf33c","0x4a848f44146ca6d1d6aa34bcdf3c41093def1761","150,000","Exec Transaction"
"0x10018bb743503c7aedec3a4da914564f5842866f1a8fa70be29b7f33dae49425","14667462","1651075219","2022-04-27 16:00:19","0x0d14d6c998b29f93d95796098d19289c8028f11d","0x4000492bb9fdde20be1a4e4ef8a95282115bd5bd","2.917210311858028285","Uniswap V3Swap"
"0xbe6587d9b97cfa5bceea44137eecb42699a929b51208e60369591b383c51b5a5","14667467","1651075289","2022-04-27 16:01:29","0x0d14d6c998b29f93d95796098d19289c8028f11d","0xf5fcd3a63abc766ac5ada296b4a4e860dbf9ebb0","0.582625281852903153","Multicall"
"0xef6394fa42ff9092b0a754966d0b434954ddb563c927b4f16084ae70b058b539","14667487","1651075597","2022-04-27 16:06:37","0x0d14d6c998b29f93d95796098d19289c8028f11d","0xade38bd2e8d5a52e60047affe6e595bb5e61923a","1","Multicall"
"0xcfef8765b83f4947a5b4ea86a783e2505c8b9db3d8d22e132b9fe683ef17e838","14667508","1651075894","2022-04-27 16:11:34","0xf5fcd3a63abc766ac5ada296b4a4e860dbf9ebb0","0x0ec4a47065bf52e1874d2491d4deeed3c638c75f","0.5026252818529032","Deposit"
"0x1e752e9da07a5b924c3d2586d99806689b868276ad5622b304f891415db874e1","14667526","1651076093","2022-04-27 16:14:53","0x0d14d6c998b29f93d95796098d19289c8028f11d","0x4000492bb9fdde20be1a4e4ef8a95282115bd5bd","11.586410104357861571","Multicall"
"0x5913e94c290adbda191a0d2ff287e72b0261080f6ef0100e71512e1914d33d11","14667548","1651076362","2022-04-27 16:19:22","0xade38bd2e8d5a52e60047affe6e595bb5e61923a","0x0ec4a47065bf52e1874d2491d4deeed3c638c75f","0.1","Deposit"
"0xc37a7626c77793bb8105242958c871b5e2291a1c1a3f3a8dadea386bddcd3096","14667681","1651078209","2022-04-27 16:50:09","0xade38bd2e8d5a52e60047affe6e595bb5e61923a","0xa000bce4ce3d1b3ac63c2e0488ce76fbdb9de764","0.1","Transfer"
"0x257bc52602281aafe197e462135d5d0daeadc9a8ee178aa6d10d9a48bfc5d3a7","14667781","1651079357","2022-04-27 17:09:17","0x0d14d6c998b29f93d95796098d19289c8028f11d","0x5669debbae1a09b8c90bb94c7beab4db4fae54b2","9.916608870569759454","Multicall"
"0x0d1cfd52dbed83d6d01474467d83885dce1a8ca252a4ecf877bc524d042951eb","14667791","1651079511","2022-04-27 17:11:51","0x5669debbae1a09b8c90bb94c7beab4db4fae54b2","0x3cdabfa5d5b591c4e3967170ab114af1aa182d09","9.916608870569759454","Add Liquidity"
"0x06a36470986d52f3f9f473ff8f707d91a47e16197aea8e2af938c44701070222","14667872","1651080660","2022-04-27 17:31:00","0x3cdabfa5d5b591c4e3967170ab114af1aa182d09","0x5669debbae1a09b8c90bb94c7beab4db4fae54b2","9.916608870470153169","Remove Liquidity With Permit"
"0x7eec211c14c530187248b1cb025e3f44a5e7be7ec8c95f71e3cda848c318dc45","14667885","1651080860","2022-04-27 17:34:20","0xade38bd2e8d5a52e60047affe6e595bb5e61923a","0x9196617815d95853945cd8f5e4e0bb88fdfe0281","0.005000080855390629","Deposit"
"0x8d8c6ae3ec5b66b843b4f8250f255d92571970fc2584484487a813a791074e5c","14667896","1651081010","2022-04-27 17:36:50","0x5669debbae1a09b8c90bb94c7beab4db4fae54b2","0x0d14d6c998b29f93d95796098d19289c8028f11d","9.916608870470153169","Multicall"
"0x16e4c489ed4185947c0c7c44a0e5e903d561b239b20ed5af76d204afcb27f8c4","14667899","1651081037","2022-04-27 17:37:17","0x0d14d6c998b29f93d95796098d19289c8028f11d","0xc93678ec2b974a7ae280341cefeb85984a29fff7","10.411600249562696966","Multicall"
"0x83de6ff67b78ad7b893902658de9ec7a4906b4025a08ef698c6e55de6fd3977c","14667949","1651081711","2022-04-27 17:48:31","0x0d14d6c998b29f93d95796098d19289c8028f11d","0xf5fcd3a63abc766ac5ada296b4a4e860dbf9ebb0","0.498061715280012181","Withdraw"
"0x83de6ff67b78ad7b893902658de9ec7a4906b4025a08ef698c6e55de6fd3977c","14667949","1651081711","2022-04-27 17:48:31","0x0ec4a47065bf52e1874d2491d4deeed3c638c75f","0xf5fcd3a63abc766ac5ada296b4a4e860dbf9ebb0","0.000121348839235403","Withdraw"
"0xa3e0ed7de9681e63860622217ac880464bd537c03239daf1b307e821f0285feb","14667977","1651082120","2022-04-27 17:55:20","0xca0b663826dd8a971ec54d994d8373d7affb460e","0xade38bd2e8d5a52e60047affe6e595bb5e61923a","0.00244218115415957","Withdraw"
"0xa3e0ed7de9681e63860622217ac880464bd537c03239daf1b307e821f0285feb","14667977","1651082120","2022-04-27 17:55:20","0x9196617815d95853945cd8f5e4e0bb88fdfe0281","0xade38bd2e8d5a52e60047affe6e595bb5e61923a","0.000057795618274778","Withdraw"
"0xa11c50280a1256c456b62c59bf43aea66ec1567e61f5fe76eaced59243aa34bc","14668034","1651082745","2022-04-27 18:05:45","0xf5fcd3a63abc766ac5ada296b4a4e860dbf9ebb0","0x9196617815d95853945cd8f5e4e0bb88fdfe0281","0.46343","Deposit"
"0x6e5c51246a3aa72ebd7c6687e04d9056c09de9e98be00b7dca14c4e4f2c97853","14668059","1651083115","2022-04-27 18:11:55","0xca0b663826dd8a971ec54d994d8373d7affb460e","0xf5fcd3a63abc766ac5ada296b4a4e860dbf9ebb0","0.452447709582202328","Withdraw"
"0x6e5c51246a3aa72ebd7c6687e04d9056c09de9e98be00b7dca14c4e4f2c97853","14668059","1651083115","2022-04-27 18:11:55","0x9196617815d95853945cd8f5e4e0bb88fdfe0281","0xf5fcd3a63abc766ac5ada296b4a4e860dbf9ebb0","0.01099362034761099","Withdraw"
"0x1bd4f6acd2cf9464e6ec8c002b23af1728a62058780d7107cfa86c00da989936","14668232","1651085656","2022-04-27 18:54:16","0x0d14d6c998b29f93d95796098d19289c8028f11d","0x4000492bb9fdde20be1a4e4ef8a95282115bd5bd","42.151143580855141403","Uniswap V3Swap"
"0x916380758a7cf6daef928ef3a80305595ae0711b2c06ae450682986d7359ba97","14668655","1651091401","2022-04-27 20:30:01","0xedd77d21145fa99ae03689f7341e42750f9cf33c","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","19,990","Exec Transaction"
"0x5c6a408997102461e883fd07efa57b4fe6b5c3df227585d81660b01ae95f9077","14668722","1651092414","2022-04-27 20:46:54","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0xe0dc24a3d7478eb840dc63baa20fcb06cdb123be","17.36","Claim"
"0x4d414d9c2153d491c045eaf6dcca3c2755a111d9fb86020cda96f3a30c49fa7a","14668732","1651092557","2022-04-27 20:49:17","0xade38bd2e8d5a52e60047affe6e595bb5e61923a","0x0ec4a47065bf52e1874d2491d4deeed3c638c75f","0.7974998959170437","Deposit"
"0x7ccb4df36cced785d9526dcdff2162079a927a6c44ef9b00fecd9491eccd4f69","14668773","1651093187","2022-04-27 20:59:47","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0xeae1f7b21b7f6c711c441d85ee5ab53e4a626d65","4.082451532000000512","Claim"
"0x367a465ac661f22222a028c01968d331e52d26e3caa7dd7d8aec61daac32fd4f","14668779","1651093330","2022-04-27 21:02:10","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0x1578407965a00d5a8c7aee46b7df6f9a1bedc311","17.36","Claim"
"0xe8011ff2940d9383b026aba564766f97a858cb9d44f98787609afc433b0aa3ae","14668783","1651093393","2022-04-27 21:03:13","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0x33dcde3a53d901a39c0621f662065607ccd56b4a","188.944900300000002048","Claim"
"0x715d1f2680165c1914686895dc3b88e5af837be586e76a2c83a25f43bca36db6","14668786","1651093450","2022-04-27 21:04:10","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0xa911ccf5f6c7bd5fb25188d41a536890c3c8fae5","17.36","Claim"
"0x686ffecb6a6ed8a51c420e9348871f3f9d8e15a88e6f001844061047cc1717bd","14668795","1651093503","2022-04-27 21:05:03","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0x0363f3c31076a64b85ceb69a28f958a7c1181cee","17.36","Claim"
"0x050546011cebafaea222932b1e00ed4b755010e063b2e82a39583d1d391e0dfd","14668797","1651093536","2022-04-27 21:05:36","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0x16eb1deae4c4c32805da237db93771b4cb12416a","1","Claim"
"0x40de9be45238fb3442ec1e52478a4841573cf1f4888eb392c011ea109ab0533d","14668800","1651093629","2022-04-27 21:07:09","0x33dcde3a53d901a39c0621f662065607ccd56b4a","0x0d14d6c998b29f93d95796098d19289c8028f11d","95","Multicall"
"0x1bab45f516dfdc2cc37923fc0e12ce8980c0c4836205552b639d3b3fae562a24","14668800","1651093629","2022-04-27 21:07:09","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0x36b30c89fb21833d0ee581feb3b1a2c47aa03732","1.902515298","Claim"
"0x6c60e342ad406dc05b7ad2068da9ad41cd73fab63a3eb27b89232ab45d3f1988","14668800","1651093629","2022-04-27 21:07:09","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0x7c4995a42c7673534e74a3942c82530831f13258","4.605890318","Claim"
"0xa4da5bfc1b7ee472ece8ed431e0bfe09d3c250301e11ec6bb6570b3315d5ee83","14668803","1651093669","2022-04-27 21:07:49","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0xd531b6a5ab7db8b5091876d8c26836e53e0d3cd5","5.663233455000000512","Claim"
"0x188121d199ececb02e12ce472fc47de483cb045b9dff5ac54c3d1ffd1f01e11a","14668804","1651093671","2022-04-27 21:07:51","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0xad3f0c93a4946d9f021b02fc30ab1b617aefbe99","17.36","Claim"
"0x16fb93faf3994e5c7267a3fb19c979647a3ca7430e1058a724aa7cd4f1292d8d","14668804","1651093671","2022-04-27 21:07:51","0x0363f3c31076a64b85ceb69a28f958a7c1181cee","0x0d14d6c998b29f93d95796098d19289c8028f11d","17.36","Multicall"
"0x78e2726f2f6115872f0655adbc7367d8697de0c09266a5b6eab1dca1a64d711c","14668805","1651093682","2022-04-27 21:08:02","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0xbb1ca8855c9a9890a2b6b298889635dc62562b1c","17.36","Claim"
"0x44ef636caebca9638657eeb50502fe7de5643a576ee18495430e917ca1d122b7","14668806","1651093737","2022-04-27 21:08:57","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0x15b5359fd05a37ba6546aacabe92d9354ad18d07","17.36","Claim"
"0xd7d3fe841bc9e9d59840384fa31defaae965fef11b2a64bf5c03fa121d9b1332","14668810","1651093754","2022-04-27 21:09:14","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0x7ac1205e87236247ae8b141b97acb5a9f2aa1f9c","17.36","Claim"
"0x4f1ff6193ded3f41c92e396a0dce558fae584249389b25ce35c105b5b123b75f","14668813","1651093770","2022-04-27 21:09:30","0x7c4995a42c7673534e74a3942c82530831f13258","0x0d14d6c998b29f93d95796098d19289c8028f11d","4.605890318","Multicall"
"0x93d43d30b30c73c948120c2b05e337d27639d73bb43e4a1dde01dfc5fb3785cd","14668814","1651093786","2022-04-27 21:09:46","0x15b5359fd05a37ba6546aacabe92d9354ad18d07","0x0d14d6c998b29f93d95796098d19289c8028f11d","17.36","Multicall"
"0x62045d748eefc70920b056b5ffcf1ae19b27d73b7524268cc22a3d9e5203eb2b","14668818","1651093831","2022-04-27 21:10:31","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0xf40b005ffe2db0197b8c301e1c966c2cb3b59a08","17.36","Claim"
"0x5dce527a764f8a13d8423ede7177dd518d5cb0e7ccc2f1b3fa71ce885e00cadf","14668819","1651093859","2022-04-27 21:10:59","0x1578407965a00d5a8c7aee46b7df6f9a1bedc311","0x0d14d6c998b29f93d95796098d19289c8028f11d","17.359","Multicall"
"0x355ee772126132c8d54bc9c036fdfd77615cfc7397c3f6a76f4d92d437994737","14668821","1651093899","2022-04-27 21:11:39","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0x807e4419f9e09db3c8c22a6dffb753ae4b1f992e","17.36","Claim"
"0x5f2967d8020a7cc5e273b783b1540d32c8b1e159f0b39de85cdde33b4fa54a5b","14668821","1651093899","2022-04-27 21:11:39","0x7ac1205e87236247ae8b141b97acb5a9f2aa1f9c","0x0d14d6c998b29f93d95796098d19289c8028f11d","17.359","Multicall"
"0x5fd43b3e2c437673e4c171fcc779f44709900738dbcf14ab28b035b03f8fa6ec","14668830","1651093972","2022-04-27 21:12:52","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0x512e3eb472d53df71db0252cb8dccd25cd05e9e9","1","Claim"
"0x747065a062de3bb63fb8a26a03b8161f79c4ecb1b3f650b0721049d11dc795af","14668830","1651093972","2022-04-27 21:12:52","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0x7c3515910dff32d29472674a8a8f53bd14b905b7","3.480568411","Claim"
"0x8bbb02699ef2fcb626b8b258bd965f3bbb103614cbbb1942490e04240a967656","14668831","1651093977","2022-04-27 21:12:57","0xbb1ca8855c9a9890a2b6b298889635dc62562b1c","0x0d14d6c998b29f93d95796098d19289c8028f11d","17.359","Multicall"
"0xc161acb04e0206ac90809748578b92f14e2fa14985ed3059c5e1b15491131ffa","14668832","1651093985","2022-04-27 21:13:05","0x0d14d6c998b29f93d95796098d19289c8028f11d","0xca0b663826dd8a971ec54d994d8373d7affb460e","16.720954259356991959","-"
"0x4c376e5a159069a619c2f855ca4e6219c41565380c33c77b6e0687c6134a35ec","14668832","1651093985","2022-04-27 21:13:05","0x33dcde3a53d901a39c0621f662065607ccd56b4a","0x0d14d6c998b29f93d95796098d19289c8028f11d","93.944900300000002048","Multicall"
"0xccb7fb55af5db2f9b898ac02664c4c01d591a7854f0c281eca80eae0781393db","14668833","1651093993","2022-04-27 21:13:13","0x0d14d6c998b29f93d95796098d19289c8028f11d","0xca0b663826dd8a971ec54d994d8373d7affb460e","20.933878739019052103","-"
"0xccadb86a52d7d900e6351cabc86d964e24f9c2fce8532c21da8fe4792de328cc","14668836","1651094055","2022-04-27 21:14:15","0xc93678ec2b974a7ae280341cefeb85984a29fff7","0x0d14d6c998b29f93d95796098d19289c8028f11d","10.411600249562696966","Uniswap V3Swap"
"0x5e5a9b2f6c29dffe490a53c727cfd1d2ba640507cb4bb3b914ecff8b6867ebe1","14668840","1651094092","2022-04-27 21:14:52","0xad3f0c93a4946d9f021b02fc30ab1b617aefbe99","0x0d14d6c998b29f93d95796098d19289c8028f11d","17.359","Multicall"
"0xa8642e22e11362f35a03f7cc1028792d8e59d7dfb68cb4a767c2e6729a813791","14668840","1651094092","2022-04-27 21:14:52","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0xf9ac73f30dbe52c10e3d5950db66357f9d0be44d","17.36","Claim"
"0xd41d19a75a453fba0975e77eddcecc8f52f0965998c6172c77d04afc1dbcaf27","14668840","1651094092","2022-04-27 21:14:52","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0x665f4464c6b9795ba1e7e7a39eae48bd89be368b","1","Claim"
"0x54bf7897083e4f6cbc306d28f7dbb72e4717d600ce4e24645e9f8fede4aaaf13","14668846","1651094180","2022-04-27 21:16:20","0x7c3515910dff32d29472674a8a8f53bd14b905b7","0x0d14d6c998b29f93d95796098d19289c8028f11d","3.480568411","Uniswap V3Swap"
"0x647d13e52ac7e83258d1baa861e40d76d495fc2ede9c71fff5bda3ccc76cf95a","14668850","1651094212","2022-04-27 21:16:52","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0x45bb1b43d178628a436d447e08e3cc044c737534","17.36","Claim"
"0x0b523790ce2e8094823c3810e158c74716538cb3975bf4f520fa8119529ad2f4","14668854","1651094245","2022-04-27 21:17:25","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0x655efe6eb2021b8cefe22794d90293aec37bb325","17.36","Claim"
"0xd91dc0e38d0e402dc39ae0d516f0a1774d9e726df795dbd527f3df4e763e57f7","14668856","1651094313","2022-04-27 21:18:33","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0xcba1a275e2d858ecffaf7a87f606f74b719a8a93","191.785435299999973376","Claim"
"0xfdecaf0162a0db05b72f388749debb625acf3b627df3810caa68b66a580483e7","14668856","1651094313","2022-04-27 21:18:33","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0xd0a2813a5d4fb68e2192d04ff9e1c6a72a9285e8","17.36","Claim"
"0x193ac23004021ba6769b0084aa1577f49dc6f5a6a7c017e80819a736e44a5430","14668856","1651094313","2022-04-27 21:18:33","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0xd1692f326287f627100a0e1445641310ac21679d","1","Claim"
"0xf9e2c932a8db6f6269c5e3a4cf0fa8c1b52aceebc52278ac3a0126864ffc49c5","14668856","1651094313","2022-04-27 21:18:33","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0xce7be31f48205c48a91a84e777a66252bba87f0b","17.36","Claim"
"0x4294b7f794df6f7d3834450bab863c58dae54d138db6c6afa442e2498fbf967b","14668857","1651094314","2022-04-27 21:18:34","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0xfc1a540517fb09d967b5fb22c63f975b1e729d4c","17.36","Claim"
"0x597811c59807313039cb2be06b820b795c6723ec6387535024c17b357ea5e14a","14668860","1651094386","2022-04-27 21:19:46","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0xca3b7e1312ad020c058ef4942e3f33ffe6fd7b5c","17.36","Claim"
"0x382e9e65d66108a4e1cedbb2a1ec48dcd45ac8e9c2875bc47f29b5345237ec72","14668861","1651094415","2022-04-27 21:20:15","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0x8e159d960c6c724f02c899f62198f9f0d7c261f5","1","Claim"
"0x6c43bc90a5c1eaa1d3f808c1753751ded33fc88992cacbbc204d990b9b4d08ad","14668861","1651094415","2022-04-27 21:20:15","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0x201c59f0e15ccc48cab012525f16be7a91a91b53","12.349134929999998976","Claim"
"0x492ec0e07aa481fc3b93d34eb5e0c3004884eb6081d27f0cc527377b3c8eea19","14668865","1651094504","2022-04-27 21:21:44","0xcba1a275e2d858ecffaf7a87f606f74b719a8a93","0x0d14d6c998b29f93d95796098d19289c8028f11d","91.785435299999973376","Multicall"
"0x4770fffec6b028746934e1af61c962e8abcd2417fc7f8e40530bb727ac564ef2","14668865","1651094504","2022-04-27 21:21:44","0x0d14d6c998b29f93d95796098d19289c8028f11d","0xca0b663826dd8a971ec54d994d8373d7affb460e","26.243401682534901901","-"
"0x28605edbfcdaf2d1df2877745c28ff1fb44cdbc8346c42d02e13fa77591a4608","14668865","1651094504","2022-04-27 21:21:44","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0x7f8c1877ed0da352f78be4fe4cda58bb804a30df","17.36","Claim"
"0x7751099f62f5fef56e2851de03f2f965b75a68fb11502c4a9891b0f09d43b419","14668865","1651094504","2022-04-27 21:21:44","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0xb9d442f76cf12da111f32951d3747cee5574436a","12.571021010000001024","Claim"
"0x0a14fc2938acf1672ad03063f986138c2339b01dd1082f186e8d3ea064c371a5","14668869","1651094646","2022-04-27 21:24:06","0xfc1a540517fb09d967b5fb22c63f975b1e729d4c","0x0d14d6c998b29f93d95796098d19289c8028f11d","17.36","Multicall"
"0xfb926b90a17c8d10bc211562275ecd0900dd0db4b3e79f45b911f797f42048a1","14668871","1651094690","2022-04-27 21:24:50","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0x895c61ad0740f0a67064efa7c98ea0676d29327c","22.826470910000001024","Claim"
"0x4daa26d8d5864665316b5c88842ca391e91f9fcedfad18dfd9a0831e2e13c597","14668874","1651094727","2022-04-27 21:25:27","0xb9d442f76cf12da111f32951d3747cee5574436a","0xca0b663826dd8a971ec54d994d8373d7affb460e","12.571021010000001024","Multicall"
"0x467bbac09890789075895606360d554e605cbeb473e8d03eae0a95b8911624b9","14668875","1651094730","2022-04-27 21:25:30","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0xfc0ac081405ad9b335d6a2d5a0812a4959ad4372","2.266628170000000256","Claim"
"0x1a91d74801431bf2528d2e860f55f898038953fa8806d9048039d7752c9a3422","14668875","1651094730","2022-04-27 21:25:30","0xd1692f326287f627100a0e1445641310ac21679d","0x0d14d6c998b29f93d95796098d19289c8028f11d","1","Multicall"
"0xf1f8947e3c306c6782a7336b984128d5e972e26d4736124028fe722940c5c76c","14668883","1651094782","2022-04-27 21:26:22","0x7f8c1877ed0da352f78be4fe4cda58bb804a30df","0x0d14d6c998b29f93d95796098d19289c8028f11d","17.36","Multicall"
"0x36b9760a3c1bb0e5bb96147022664b9bfa00c0d994198ccc9d49fdc9b97b9131","14668883","1651094782","2022-04-27 21:26:22","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0x5505f7442fcbad24f65265c422f8a055993815c4","2","Claim"
"0xa10664077b94750a2dc10292d4780033bbe32a079a24f99ce6d6ced926b247a1","14668883","1651094782","2022-04-27 21:26:22","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0xef54a382cd59c2ab47b95f4b2d2b57176a2825fc","4.535471108000000512","Claim"
"0x99a30bb5039b7b66c0afab2f7347caffeb43ed6034348dcbde87b8843e12c0ce","14668885","1651094818","2022-04-27 21:26:58","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0xc9d0d653a50f9a905bdac73eccf4268bffe55adb","2.096023652","Claim"
"0x8cd1dbf41a1f4a68e734a25e6ca7a148729327942de6d487aabe47db70713ebe","14668886","1651094882","2022-04-27 21:28:02","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0x7798ba9512b5a684c12e31518923ea4221a41fb9","1","Claim"
"0xbbeb3260f282ddbb8c277b37eebea8740756436bc5413fdce637e50c0033b177","14668887","1651094898","2022-04-27 21:28:18","0x895c61ad0740f0a67064efa7c98ea0676d29327c","0x0d14d6c998b29f93d95796098d19289c8028f11d","22.826470910000001024","Uniswap V3Swap"
"0xe2cd26405e6ed07ab83723f6de0d60b712ec5f8251d374ce160728c1297b4764","14668889","1651094939","2022-04-27 21:28:59","0x5505f7442fcbad24f65265c422f8a055993815c4","0x0d14d6c998b29f93d95796098d19289c8028f11d","2","Multicall"
"0x2ba7155c5c1f4e9cb227b96e3bef8ffd8d59e8e0a2d950909ca1f20df06f083a","14668891","1651094956","2022-04-27 21:29:16","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0xdcf231d20d0061885dbaa310c9db6f97a5bfd175","10.414242610000001024","Claim"
"0x11524e537309d2b208f9f1a54bc98fd7498f5d8672ddb398ba427b556a32ab3f","14668891","1651094956","2022-04-27 21:29:16","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0x39fd60c5d585644e2d6084b0d659adbe86d450ed","24.758898429999996928","Claim"
"0xa95ce40c7042e141c3446fc62d2036c8d73666858f80e4a0a4a995dad1d97605","14668892","1651094995","2022-04-27 21:29:55","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0x9ce62ed501f473f44c39505186a561ff80a8ec33","1","Claim"
"0x55ea3c950eb1f2b3fde5c95c3bc0775a9f61446a1369773fc61465589d72efa9","14668900","1651095057","2022-04-27 21:30:57","0xdcf231d20d0061885dbaa310c9db6f97a5bfd175","0xca0b663826dd8a971ec54d994d8373d7affb460e","10.414242610000001024","Multicall"
"0xd7e235c4cd32e70cc814c651886a216f9e8fa7d31e0d7075a6b6e51687ce498e","14668901","1651095058","2022-04-27 21:30:58","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0xa94a53c506d603ec275fd4be265e4e0d2f2aaf08","233.3368736","Claim"
"0xe29d84eb724b04cf8f4ae394ecab50675370d8d9edef4988bbf9b042523126ce","14668906","1651095107","2022-04-27 21:31:47","0xf3d05e481e1f7baaa32759e3218e8cce270f4a50","0x5066fbe092caee0d19ddd0b3302ea4e925726f80","17.36","Claim"
