"Txhash","Blockno","UnixTimestamp","DateTime","From","To","TokenValue","USDValueDayOfTx","ContractAddress","TokenName","TokenSymbol",""
"0x0cbfe60cca348aa9455336e76b1f9cf0a49d4f3562aef85854d547f34e2628f0","15830096","1666761371","2022-10-26 05:16:11","0x03a0f12a0a03d93a749fa0f404e2018c0c5ea9af","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","2,517.096133430779680566","N/A","0xf8c4cd95c7496cb7c8d97202cf7e5b8da2204c2b","80psdnOCEAN-20OCEAN","80psdnOCEAN-20OCEAN",""
"0x3b66dbae6ca62952ab438fcc26318ce6904f48463bfd317bb6a0521fb1487e16","15848409","1666982387","2022-10-28 18:39:47","0x83304d9141c01f4dc27639f0efd0ac78efc74a38","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","288.560927295567261599","$52.29","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x3b66dbae6ca62952ab438fcc26318ce6904f48463bfd317bb6a0521fb1487e16","15848409","1666982387","2022-10-28 18:39:47","0x83304d9141c01f4dc27639f0efd0ac78efc74a38","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","311.604947058409671753","$56.46","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0xaa89eb7f2c3a9fbd4e9533fe5cb23c66d2ef5be1d2e6b35fe7921aae76f054df","15861798","1667143979","2022-10-30 15:32:59","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","0xe0dc24a3d7478eb840dc63baa20fcb06cdb123be","21.595611217600126563","$3.82","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x96cec96d95a964d41edca804886f6e762385facc796216f2c12e9889a7a1d9e8","15874156","1667293271","2022-11-01 09:01:11","0x1a7eedeadc8e38fadff8719f22d9ca54eda406a0","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","60,608.799988202202030668","N/A","0xf8c4cd95c7496cb7c8d97202cf7e5b8da2204c2b","80psdnOCEAN-20OCEAN","80psdnOCEAN-20OCEAN",""
"0xf3d9e2c204ef60dfb0a09000644971074b0f9e4bbb3459f786a18f5aebd94e0b","15909991","1667725823","2022-11-06 09:10:23","0x83304d9141c01f4dc27639f0efd0ac78efc74a38","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","1,745.101366307752793222","$383.16","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0xa95b706ff25aa9448439493ea938bd9f35a5c66fdf2e80328ef237177e94ca3d","15909995","1667725871","2022-11-06 09:11:11","0x83304d9141c01f4dc27639f0efd0ac78efc74a38","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","148.885537385128951676","$32.69","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x5fb530f9148db962ebf49549762499d01fc2c072c154ca3ecf19e4f3c6f9319b","15960187","1668331475","2022-11-13 09:24:35","0x83304d9141c01f4dc27639f0efd0ac78efc74a38","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","1,791.037535069847272959","$237.83","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0xaefb054ab2fb772683e7699c0eb3247b92b23616110e2f7663755f567d1865e1","15960189","1668331499","2022-11-13 09:24:59","0x83304d9141c01f4dc27639f0efd0ac78efc74a38","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","915.786595701596806447","$121.60","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x82baee962628ee9f7ff9232691c8fc04dbd202061c70a51e2cfc7ed6fab2dd7d","15979160","1668560315","2022-11-16 00:58:35","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","0x5b520e99129194105c465230d3cb6c9e4b172147","441.244294580129615027","$58.34","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x1928e534aaa620b7694f15d2c4ad95a198f8132d23acf896319cd2657d2dd5cf","15982744","1668603599","2022-11-16 12:59:59","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","0x8ed4877c476df391b77c1827184c072640924266","232.706321414184668425","$30.77","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x867ad9570829c3095279bc61c3711933f1437ae9b668facbc53026354bc29d72","15993272","1668730739","2022-11-18 00:18:59","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","0x933b7dfefae9e2e8385054d1c9b1143d9aeeb069","624.349073167613297319","$80.11","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x0683a6523221aeee84a69708c135c201fb942d21f11b04982a7fb573da21efc3","16002605","1668843335","2022-11-19 07:35:35","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","0xe0dc24a3d7478eb840dc63baa20fcb06cdb123be","592.736638590561842251","$77.56","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x555a3dc6e2503286b540b577ebfad3d86c85d667366c6c99df1287a5a7a46b01","16010535","1668938951","2022-11-20 10:09:11","0x83304d9141c01f4dc27639f0efd0ac78efc74a38","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","1,468.562315590741178658","$183.03","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0xdf7165bd89c438d9a4634830b2c743e001a9c33598d69650f3ca28a134580f05","16010535","1668938951","2022-11-20 10:09:11","0x83304d9141c01f4dc27639f0efd0ac78efc74a38","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","5,183.620460569296224911","$646.04","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x6db6df691ba47933628c338be247060e966bb26f99c1f8ae7c4fc7df3e170dd5","16040055","1669295519","2022-11-24 13:11:59","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","0x5b520e99129194105c465230d3cb6c9e4b172147","699.676236487085449456","$90.14","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x60712162285c17494d867c97bc82d2e3269f02d5bef16cc1a94b45708c0feef6","16052160","1669441559","2022-11-26 05:45:59","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","0xe0dc24a3d7478eb840dc63baa20fcb06cdb123be","760.600214490375677776","$100.90","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0xf306e903b47d857ed5afc6bdcb7945799533440b3903198ae96bb018d887a0eb","16061880","1669558811","2022-11-27 14:20:11","0x83304d9141c01f4dc27639f0efd0ac78efc74a38","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","1,452.403572417877897607","$194.79","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0xac14b3473ec19367ab1a6ceeb9dfcdd133c3159dfc250f8f0b1688ef6af95068","16061881","1669558823","2022-11-27 14:20:23","0x83304d9141c01f4dc27639f0efd0ac78efc74a38","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","81.772904495255161798","$10.97","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x489bce953e82ebce8e199f845eed41960dcb37cddde5760e3f384bae2e95724e","16113533","1670182163","2022-12-04 19:29:23","0x83304d9141c01f4dc27639f0efd0ac78efc74a38","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","1,435.263870665532598784","$199.92","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x4be0ccb79f44f2590b0f7e66395d831ecd20c5a2819a78a6cb71f799fd1721ce","16113534","1670182175","2022-12-04 19:29:35","0x83304d9141c01f4dc27639f0efd0ac78efc74a38","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","4,942.588960374900261912","$688.45","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x341d7a609aee6a17b3c8e1d36501f7921b6c77cf86193336bf8d43abebfb456f","16113581","1670182751","2022-12-04 19:39:11","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","0xe0dc24a3d7478eb840dc63baa20fcb06cdb123be","340.911569259476003735","$47.49","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x205fef0062448be6d42f73383832acace289b39ae46e73a42e76c5ee407c788c","16132162","1670408015","2022-12-07 10:13:35","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","0x0eaee7557fb9f7bcec342baffd628a6bd2cd3bc7","79.556100878910872342","$10.70","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x2c961386fc05ada6a547de8bffec0f8f46fe1a06a42c3dbd2f4b230012e1aeff","16146709","1670583659","2022-12-09 11:00:59","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","0x5b520e99129194105c465230d3cb6c9e4b172147","1,060.926896878767176341","$162.58","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x1b758a8ce4becd9edcfc2753b1b976c836f9bb257762f23bd49d2d95604704af","16146746","1670584115","2022-12-09 11:08:35","0x30a20b0281df39e6337c3cbe5865e6fdcdcce3f1","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","30,800.921819859860009696","N/A","0xf8c4cd95c7496cb7c8d97202cf7e5b8da2204c2b","80psdnOCEAN-20OCEAN","80psdnOCEAN-20OCEAN",""
"0xf79b4a5eee9aa4b8c7fe3f03bf413b9a117d1e270b36d40f1b8625252a439570","16160112","1670745371","2022-12-11 07:56:11","0x87fc1313880d579039ac48db8b25428ed5f33c4a","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","7,587.504808988861971322","N/A","0xf8c4cd95c7496cb7c8d97202cf7e5b8da2204c2b","80psdnOCEAN-20OCEAN","80psdnOCEAN-20OCEAN",""
"0x3a0e16b39b2c288a8eb7468c960c8297e926997dbc4f40457c9f79f5b82a3507","16161872","1670766575","2022-12-11 13:49:35","0x5792587c01e588f3d98f61d662a8b82b50890049","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","12,347.238820498163452125","N/A","0xf8c4cd95c7496cb7c8d97202cf7e5b8da2204c2b","80psdnOCEAN-20OCEAN","80psdnOCEAN-20OCEAN",""
"0x39c8924a2d350f196644c59ebecae6b416f33bddf2b881dc908beb5b89f9ad73","16163343","1670784323","2022-12-11 18:45:23","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","0x1a7eedeadc8e38fadff8719f22d9ca54eda406a0","966.453313651898767684","$155.16","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x97e63146906857402a7bdcbd528de0f5a5636774c18b0778dabafd2ad4af5493","16170222","1670867423","2022-12-12 17:50:23","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","0x5792587c01e588f3d98f61d662a8b82b50890049","12,347.238820498163452125","N/A","0xf8c4cd95c7496cb7c8d97202cf7e5b8da2204c2b","80psdnOCEAN-20OCEAN","80psdnOCEAN-20OCEAN",""
"0x97e63146906857402a7bdcbd528de0f5a5636774c18b0778dabafd2ad4af5493","16170222","1670867423","2022-12-12 17:50:23","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","0x5792587c01e588f3d98f61d662a8b82b50890049","2.098727040939752805","$0.36","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x3520478955308a88d2593fbfd0be378d34c0514103c12bd2b30714584d46de9f","16171127","1670878331","2022-12-12 20:52:11","0x83304d9141c01f4dc27639f0efd0ac78efc74a38","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","1,443.45588453974640223","$247.15","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0xa4474682af91e26e5c3609ab1615a1e0a3a0d13ff7eb409941652ee1208a4c0e","16171128","1670878343","2022-12-12 20:52:23","0x83304d9141c01f4dc27639f0efd0ac78efc74a38","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","4,403.34031094800286797","$753.93","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x9b525760e31d92e3e014bc691f3a9e4a6556c1f9ef83b62a8ab26d13363825aa","16186956","1671069419","2022-12-15 01:56:59","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","0x933b7dfefae9e2e8385054d1c9b1143d9aeeb069","2,501.535766526726698734","$433.85","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x006fb7e58125ed89ec56904f3c4f4c9e07929e0a4ccda5ec362629cc6616aab7","16186979","1671069695","2022-12-15 02:01:35","0x933b7dfefae9e2e8385054d1c9b1143d9aeeb069","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","3,977.468955512616525637","N/A","0xf8c4cd95c7496cb7c8d97202cf7e5b8da2204c2b","80psdnOCEAN-20OCEAN","80psdnOCEAN-20OCEAN",""
"0x2a8c394ccb7e71d155fea5bf91adb9d2b7edb70c8d84187e4e515022b340acbd","16214279","1671399059","2022-12-18 21:30:59","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","0xe0dc24a3d7478eb840dc63baa20fcb06cdb123be","1,431.086862095891462325","$212.08","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x9f821f1834aa66f6ec6bf1e4e09c80aac12b4fa2b2e761862154a96f660f192c","16214786","1671405191","2022-12-18 23:13:11","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","0x5b520e99129194105c465230d3cb6c9e4b172147","875.60014657184786273","$129.76","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0xe40e5d0e9a0bbed7cd08f57319d6355438779c9551d03f9a750ab92f74eeac1f","16224979","1671528107","2022-12-20 09:21:47","0x83304d9141c01f4dc27639f0efd0ac78efc74a38","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","1,412.930218447441943367","$219.91","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0xbe9262b8687d90f8d1bed60473181c675b84b2fa9e397115acad243ec1d72e61","16224980","1671528119","2022-12-20 09:21:59","0x83304d9141c01f4dc27639f0efd0ac78efc74a38","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","235.709309715346910085","$36.69","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x06495a059ac199cdabf6ba9a76bd4164af600a8bed16fe744fc53b5ddb3ba170","16255011","1671889931","2022-12-24 13:52:11","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","0xe0dc24a3d7478eb840dc63baa20fcb06cdb123be","222.454210124207811205","$36.92","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x322b612e579c8f3ff48006e9d0f5b81739ace1356318b4bb9c8bde25369b692c","16269081","1672059551","2022-12-26 12:59:11","0x341a85f21a1e2f60e70e1b5b326e1fc70af8da4b","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","2,188.337639646762343844","N/A","0xf8c4cd95c7496cb7c8d97202cf7e5b8da2204c2b","80psdnOCEAN-20OCEAN","80psdnOCEAN-20OCEAN",""
"0xf9fe931ca3ae1f09c34f9e636136abe2fe18aeae49012774aed61940898a7a6f","16275821","1672140923","2022-12-27 11:35:23","0x83304d9141c01f4dc27639f0efd0ac78efc74a38","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","1,403.090712345776143725","$237.88","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x4050aa8de95ff8acccd3094b0e43f9f1010ce8428cbd7828666ae8a0f91ca71a","16275823","1672140947","2022-12-27 11:35:47","0x83304d9141c01f4dc27639f0efd0ac78efc74a38","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","1,357.094685002433466204","$230.09","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0xe2bc9c13b15f02b93ddc44a42a5c74e5983ead378732cea9d190978bbf0a354c","16293884","1672358723","2022-12-30 00:05:23","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","0x5b520e99129194105c465230d3cb6c9e4b172147","409.437780458947345287","$68.24","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0xa748b0836ae9d18606bc94a9d0ba1a953774290a8622160a9823f3ff4ef170d6","16326780","1672755179","2023-01-03 14:12:59","0x83304d9141c01f4dc27639f0efd0ac78efc74a38","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","1,134.384125340853145169","$186.24","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x799653f8b6f9661e150b0084061bc67cc1af9f5c1686091c332ed687c48b46d0","16327032","1672758239","2023-01-03 15:03:59","0x83304d9141c01f4dc27639f0efd0ac78efc74a38","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","2,872.613472197999060844","$471.63","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0xf3e6926b607822b255901c878aed0687afc8c1acda7ebaf2a02220fdbb6bc46c","16329530","1672788359","2023-01-03 23:25:59","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","0x8ed4877c476df391b77c1827184c072640924266","1,629.369900013939068608","$267.51","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x12e08cb4fb32867fc63694c51d67d6da88aded4f02a76c8c35ad51302a9ef2a3","16330240","1672796915","2023-01-04 01:48:35","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","0x933b7dfefae9e2e8385054d1c9b1143d9aeeb069","1,243.854776202669914277","$220.61","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x06871f6dc25fe77ed2e0d92540bebef2bc5bd4643e701cae5ce586161e91e33f","16330268","1672797251","2023-01-04 01:54:11","0x933b7dfefae9e2e8385054d1c9b1143d9aeeb069","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","1,499.121179018067072144","N/A","0xf8c4cd95c7496cb7c8d97202cf7e5b8da2204c2b","80psdnOCEAN-20OCEAN","80psdnOCEAN-20OCEAN",""
"0x27ebadf61f450219fb278781c8d5a39b5e69493c0c0d828f3049a5cab3ae3581","16361730","1673176811","2023-01-08 11:20:11","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","0xe0dc24a3d7478eb840dc63baa20fcb06cdb123be","764.682933512657604354","$165.32","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x8ee7d2ef24859f479821a58489397953a600119c0e8eed1400b3b1e3c0fa5447","16369306","1673268035","2023-01-09 12:40:35","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","0xe0dc24a3d7478eb840dc63baa20fcb06cdb123be","12,500","N/A","0xf8c4cd95c7496cb7c8d97202cf7e5b8da2204c2b","80psdnOCEAN-20OCEAN","80psdnOCEAN-20OCEAN",""
"0x8ee7d2ef24859f479821a58489397953a600119c0e8eed1400b3b1e3c0fa5447","16369306","1673268035","2023-01-09 12:40:35","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","0xe0dc24a3d7478eb840dc63baa20fcb06cdb123be","74.403957159716011011","$15.22","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x057730c7fd75a369a8f5acb35153b7c0c34b1f132c5e7b406423b72f93a83a60","16376501","1673354843","2023-01-10 12:47:23","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","0x5b520e99129194105c465230d3cb6c9e4b172147","688.87108549963648167","$161.36","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x099f12d766b0d557ea7e0aba4ddb023723298b8edb5529939d43d542fae0538a","16377239","1673363735","2023-01-10 15:15:35","0x83304d9141c01f4dc27639f0efd0ac78efc74a38","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","1,132.989505714291980152","$265.40","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x9a846dc27c4d8b551fa62651985b9953ac053a6dce7c2a198c6a0d039fdc24a1","16377240","1673363747","2023-01-10 15:15:47","0x83304d9141c01f4dc27639f0efd0ac78efc74a38","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","6,935.077556866787410182","$1,624.51","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x919e5d7dfd43521d4f66c31e6744785b9e7846cb0a775baae9eec6ca0d5b857d","16393136","1673555687","2023-01-12 20:34:47","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","0x30a20b0281df39e6337c3cbe5865e6fdcdcce3f1","465.254503966126692235","$115.38","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
"0x28b9b665b3cbf0d852e5da70b7c625fb31f6f167a7a93a8bf89a537e28834700","16393273","1673557355","2023-01-12 21:02:35","0x30a20b0281df39e6337c3cbe5865e6fdcdcce3f1","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","67,917.216067369772416243","N/A","0xf8c4cd95c7496cb7c8d97202cf7e5b8da2204c2b","80psdnOCEAN-20OCEAN","80psdnOCEAN-20OCEAN",""
"0x9fcf4210c5490861aaa8e1e22f2e7fa5f8bf379aefc1470460cf257b228fe5fd","16396193","1673592611","2023-01-13 06:50:11","0x30a20b0281df39e6337c3cbe5865e6fdcdcce3f1","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","9,011.434760853402411637","N/A","0xf8c4cd95c7496cb7c8d97202cf7e5b8da2204c2b","80psdnOCEAN-20OCEAN","80psdnOCEAN-20OCEAN",""
"0x0679dc19128bb4076f7c2d763587f58ba3912b1658b80db270135bb2e7fe0d82","16410765","1673768327","2023-01-15 07:38:47","0x08d3f2cae4eacdcbfb0f7ffad07a6d00fc36db6e","0xe0dc24a3d7478eb840dc63baa20fcb06cdb123be","671.607977200253608255","$178.22","0x967da4048cd07ab37855c090aaf366e4ce1b9f48","Ocean Token","OCEAN",""
